recall_id,source_agency,external_id,source_id,title,description,recalling_firm_canonical,recalling_firm_display,recall_date,severity,remedy,units_affected,distribution_pattern,hazard_keys,raw_hazard_texts,source_url,source_endpoint_url,retrieved_at
87147,FDA,D-0583-2026,393,"Duloxetine Delayed-Release Capsules, USP, 60mg, packaged in a) 90 Capsules (NDC 51991-748-90); b) 1000 Capsules (51991-748-10), Rx Only, Mfr. by: Towa Pharmaceutical Europe, S.L. Martorelles, (Barcelona), Spain, Dist. by: Breckenridge Pharmaceuticals, Inc., Berkeley Heights, NJ 07922.",CGMP Deviations: Presence of N-nitroso-duloxetine impurity above FDA recommended interim limit,breckenridge pharmaceutical,"Breckenridge Pharmaceutical, Inc",2026-06-04,Class II,,,Nationwide within the United States,drug_defect,CGMP Deviations: Presence of N-nitroso-duloxetine impurity above FDA recommended interim limit,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0583-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87010,FDA,D-0595-2026,393,"Gas-X Extra Strength, SIMETHICONE 125 mg/ANTIGAS, packaged in a) 120 SoftGels (UPC 3 00674 35041 9, b) 72 SoftGels (UPC 3 00439 00572 1), Distributed by: Haleon, Warren, NJ 07059.",Chemical Contamination: contamination with a diluted propylene glycol-based coolant from a machine leakage during the packaging process.,haleon us holdings,Haleon US Holdings LLC,2026-06-04,Class I,,,Nationwide within the United States,microbial_contamination,Chemical Contamination: contamination with a diluted propylene glycol-based coolant from a machine leakage during the packaging process.,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0595-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87052,FDA,D-0612-2026,393,"Corlanor (ivabradine) tablets, 5 mg, packaged in a) 14 tablets bottles (NDC 55513-800-99), and b) 60 tablet bottles (NDC 55513-800-60), Rx Only, Amgen Inc., Thousand Oaks, CA 92130 Made In Italy.",Presence of Foreign Substance.,amgen,"Amgen, Inc.",2026-06-04,Class II,,,Nationwide within the United States,laceration,Presence of Foreign Substance.,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0612-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87301,FDA,D-0613-2026,393,"Sensipar (cinacalcet) Tablets, 30mg, 30-count bottles, Rx Only, Distributed by: Amge, One Amgen Center Drive, Thousand Oaks ,CA 91320-1799, Made in Japan. NDC 55513-073-30",CGMP Deviations,amgen,"Amgen, Inc.",2026-06-04,Class II,,,Nationwide within the United States,drug_defect,CGMP Deviations,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0613-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87111,FDA,D-0614-2026,393,"Sensipar (cinacalcet) Tablets, 60mg, 30-count bottles, Rx Only, Distributed by: Amge, One Amgen Center Drive, Thousand Oaks ,CA 91320-1799, Made in Japan. NDC 55513-074-30",CGMP Deviations,amgen,"Amgen, Inc.",2026-06-04,Class II,,,Nationwide within the United States,drug_defect,CGMP Deviations,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0614-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87037,FDA,D-0615-2026,393,"Corlanor (ivabradine) tablets, 7.5mg, 60-count bottles, Rx Only, Amgen Inc., Thousand Oaks, CA 92130 Made In Italy. NDC 55513-810-60",Presence of Foreign Substance.,amgen,"Amgen, Inc.",2026-06-04,Class II,,,Nationwide within the United States,laceration,Presence of Foreign Substance.,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0615-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87278,FDA,D-0616-2026,393,"Sensipar (cinacalcet) Tablets, 90mg, 30-count bottles, Rx Only, Distributed by: Amge, One Amgen Center Drive, Thousand Oaks, CA 91320-1799, Made in Japan. NDC 55513-075-30",CGMP Deviations,amgen,"Amgen, Inc.",2026-06-04,Class II,,,Nationwide within the United States,drug_defect,CGMP Deviations,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0616-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
86996,FDA,D-0626-2026,393,"Lacosamide Tablets, USP, C V, 100mg, Rx only, 60-count bottle, By: Annora Pharma Pvt., Ltd, Sangareddy -502313, Telangana, India, Manufactured for: Camber Pharmaceuticals, Inc., Piscataway, NJ 08854, NDC 31722-813-60.","Presence of a Foreign Tablets: Complaint received, possible mix-up of Selexipag 1000 mcg tablet in a bottle of Lacosamide Tablets USP, 100mg.",annora pharma private,Annora Pharma Private Limited,2026-06-04,Class II,,,Nationwide in the USA,other,"Presence of a Foreign Tablets: Complaint received, possible mix-up of Selexipag 1000 mcg tablet in a bottle of Lacosamide Tablets USP, 100mg.","https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0626-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87113,FDA,D-0627-2026,393,"Povi-One, 10% Povidone-Iodine Oral Antiseptic, Packaged by Elevate Oral Care, LLC, 346 Pike Road, Suite 6, West Palm Beach, FL 33411, NDC 57511-0611-1.",sub potency,elevate oral care,Elevate Oral Care,2026-06-04,Class II,,,Nationwide,drug_defect,sub potency,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0627-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87264,FDA,D-0585-2026,393,"Primidone Tablets, USP, 50 mg, 100 Tablets per Bottle, Rx only, Manufactured by: Amneal Pharmaceuticals Pvt. Ltd., Oral Solid Dosage Unit, Ahmedabad 382213, INDIA.  Distributed by: Amneal Pharmaceuticals LLC, Bridgewater, NJ 08807.  NDC: 53746-544-01",Cross Contamination with Other Products: due to a potential for cross-contamination with Acemetacin API due to an issue at the API manufacturer.,amneal pharmaceuticals,Amneal Pharmaceuticals LLC,2026-06-03,Class III,,,Nationwide within the USA.,microbial_contamination,Cross Contamination with Other Products: due to a potential for cross-contamination with Acemetacin API due to an issue at the API manufacturer.,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0585-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
69183,FDA,H-0938-2026,363,"MMB of Louisiana Pasteurized Donor Human Milk, Volume: 3 oz, Cal/Oz: 19, 0.9 g/dL Protein, packaged in a clear plastic bottle with white plastic cap",Potential physical contamination: dark spot was noticed on the bottom of container.,mothers milk bank of louisiana at ochsner baptist,Mothers' Milk Bank of Louisiana at Ochsner Baptist,2026-06-03,Class III,,,LA,microbial_contamination,Potential physical contamination: dark spot was noticed on the bottom of container.,"https://api.fda.gov/food/enforcement.json?search=recall_number:""H-0938-2026""",https://api.fda.gov/food/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:47:06
87206,FDA,D-0618-2026,393,"Total Parental Nutrition - Pediatric PN Patient-Specific TPN Bag, (patient specific), Rx# 24-1269856-0-1Compound Volume 1295 mL per bag, Rx only, Single Dose Injection, Refrigerated Injection, Central Admixture Pharmacy Services, Boston, 55 6th Rd Woburn, Massachusetts 01801-1767.",Incorrect product formulation: bag did not contain copper and famotidine per label.,central admixture pharmacy services,"Central Admixture Pharmacy Services, Inc.",2026-06-02,Class II,,,MA,other,Incorrect product formulation: bag did not contain copper and famotidine per label.,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0618-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87257,FDA,D-0619-2026,393,"hydrOXYzine Hydrochloride Oral Solution, USP, 10 mg/5 mL, 473 mL (1 Pint), Rx only, Distributed by: ANI Pharmaceuticals, Inc., Baudette, MN 56623.  NDC: 70954-912-10",Presence of foreign substance,ani pharmaceuticals,"ANI Pharmaceuticals, Inc.",2026-06-02,Class III,,,Nationwide in the USA,laceration,Presence of foreign substance,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0619-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87119,FDA,D-0629-2026,393,"Lucky Super Soft, Antifungal Athlete's Foot Cream, Clotrimazole 1% Cream, Net Wt. 1.5 oz (42.5g) Tubes, Manufactured for Delta Brands Inc., 580 White Plains Rd., Tarrytown, NY 10591 USA, Made in India, UPC 8 08829 10461 5.",CGMP Deviations; deficiencies observed during FDA inspection,dabur india,Dabur India Limited,2026-06-02,Class II,,,US Nationwide.,drug_defect,CGMP Deviations; deficiencies observed during FDA inspection,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0629-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87055,FDA,D-0630-2026,393,"Lucky Super Soft, First Aid Triple Antibiotic Ointment, Bacitracin zinc 400 units, neomycin sulphate 3.5 mg, polymyxin B sulphate 5000 units, Net Wt. 0.5 oz (14g) tubes, Manufactured for Delta Brands Inc., 580 White Plains Rd., Tarrytown, NY 10591 USA, Made in India, UPC 8 08829 10372 4.",CGMP Deviations; deficiencies observed during FDA inspection,dabur india,Dabur India Limited,2026-06-02,Class II,,,US Nationwide.,drug_defect,CGMP Deviations; deficiencies observed during FDA inspection,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0630-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87291,FDA,D-0631-2026,393,"Circle K, triple antibiotic ointment, Bacitracin Zinc (400 units), Neomycin Sulfate (3.5 mg), Polymyxin-B Sulfate (5000 units), net wt. 0.5 oz (14.2g) tubes, Product manufactured for Lil' Drug Store Products, Inc., 9300 Earhart Lane SW, Cedar Rapids, IA 52404, Made in India, UPC 1 94283 65181 0.",CGMP Deviations; deficiencies observed during FDA inspection,dabur india,Dabur India Limited,2026-06-02,Class II,,,US Nationwide.,drug_defect,CGMP Deviations; deficiencies observed during FDA inspection,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0631-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87226,FDA,D-0632-2026,393,"Lil Drug Store, Triple Antibiotic Ointment, Bacitracin Zinc (400 units), Neomycin Sulfate (3.5 mg), Polymyxin-B Sulfate (5000 units), net wt. 0.5 oz (14.2g), Product distributed by: Lil' Drug Store Products, Inc., 9300 Earhart Lane SW, Cedar Rapids, IA 52404, Made in India, UPC 3 66715 97310 8.",CGMP Deviations; deficiencies observed during FDA inspection,dabur india,Dabur India Limited,2026-06-02,Class II,,,US Nationwide.,drug_defect,CGMP Deviations; deficiencies observed during FDA inspection,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0632-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87042,FDA,D-0633-2026,393,"Rapidol, Triple Antibiotic First Aid Ointment, Bacitracin Zinc 400 units, Neomycin Sulfate 3.5 mg, Polymyxin-B Sulfate 5,000 units, net wt. 2oz (57g) tubes, Distributed by/por: Pharmadel LLC, New Castle, DE 19720, Made in India, UPC 8 10096 77162 9.",CGMP Deviations; deficiencies observed during FDA inspection,dabur india,Dabur India Limited,2026-06-02,Class II,,,US Nationwide.,drug_defect,CGMP Deviations; deficiencies observed during FDA inspection,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0633-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87314,FDA,D-0634-2026,393,"Cura Hongos, Crema Antifungica, Clotrimazole 1%, 2oz (57g) tubes, Dist by/por: Pharmadel LLC, New Castle, DE 19720, Made in India, UPC 8 52924 00683 1.",CGMP Deviations; deficiencies observed during FDA inspection,dabur india,Dabur India Limited,2026-06-02,Class II,,,US Nationwide.,drug_defect,CGMP Deviations; deficiencies observed during FDA inspection,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0634-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87316,FDA,D-0635-2026,393,"Med Pride, Bacitracin Zinc Ointment, 500 units, 0.9g packets Net Wt 130g, 144 count box, Manufactured for: Shield Line LLC, 59 Hook Road, Bayonne, NJ 07002 USA, Made in India, UPC 3 52410 30352 4.",CGMP Deviations; deficiencies observed during FDA inspection,dabur india,Dabur India Limited,2026-06-02,Class II,,,US Nationwide.,drug_defect,CGMP Deviations; deficiencies observed during FDA inspection,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0635-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87149,FDA,D-0636-2026,393,"Med Pride, Bacitracin Zinc Ointment, 500 units, 1oz (28.3g) tubes, Manufactured for: Shield Line LLC, 59 Hook Road, Bayonne, NJ 07002 USA, Made in India, UPC 3 52410 30354 8.",CGMP Deviations; deficiencies observed during FDA inspection,dabur india,Dabur India Limited,2026-06-02,Class II,,,US Nationwide.,drug_defect,CGMP Deviations; deficiencies observed during FDA inspection,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0636-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87061,FDA,D-0637-2026,393,"Med Pride, Bacitracin Zinc Ointment, 1oz (28.3g) per tube, 72 tubes per case, Manufactured for: Shield Line LLC, 59 Hook Road, Bayonne, NJ 07002 USA, Made in India, UPC X004WB4LKT.",CGMP Deviations; deficiencies observed during FDA inspection,dabur india,Dabur India Limited,2026-06-02,Class II,,,US Nationwide.,drug_defect,CGMP Deviations; deficiencies observed during FDA inspection,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0637-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87235,FDA,D-0638-2026,393,"Med Pride, 1% Clotrimazole Antifungal Cream, Net Wt. 1oz (28.3g), Manufactured for: Shield Line LLC, 59 Hook Road, Bayonne, NJ 07002 USA, Made in India, UPC 3 524103 0244 2.",CGMP Deviations; deficiencies observed during FDA inspection,dabur india,Dabur India Limited,2026-06-02,Class II,,,US Nationwide.,drug_defect,CGMP Deviations; deficiencies observed during FDA inspection,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0638-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87123,FDA,D-0639-2026,393,"Med Pride, HYDROCORTISONE CREAM 1%, Net Wt. 16oz (454g) tubes, Manufactured for: Shield Line LLC, 59 Hook Road, Bayonne, NJ 07002 USA, Made in India, UPC 3 52410 305061.",CGMP Deviations; deficiencies observed during FDA inspection,dabur india,Dabur India Limited,2026-06-02,Class II,,,US Nationwide.,drug_defect,CGMP Deviations; deficiencies observed during FDA inspection,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0639-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87012,FDA,D-0640-2026,393,"Med Pride, HYDROCORTISONE CREAM 1%, Net Wt. 1 oz (28.3g) tubes, Manufactured for: Shield Line LLC, 59 Hook Road, Bayonne, NJ 07002 USA, Made in India, UPC 3 52410 30503 0.",CGMP Deviations; deficiencies observed during FDA inspection,dabur india,Dabur India Limited,2026-06-02,Class II,,,US Nationwide.,drug_defect,CGMP Deviations; deficiencies observed during FDA inspection,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0640-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87048,FDA,D-0641-2026,393,"Med Pride, Triple Antibiotic Ointment, Bacitracin Zinc (equivalent to 400 units), Neomycin Sulfate 5 mg, Polymixin B 5000 units, 0.9g packets, 144 packets per box, 130g, Manufactured for: Shield Line LLC, 59 Hook Road, Bayonne, NJ 07002 USA, Made in India, UPC 1 03 52410 30253 1.",CGMP Deviations; deficiencies observed during FDA inspection,dabur india,Dabur India Limited,2026-06-02,Class II,,,US Nationwide.,drug_defect,CGMP Deviations; deficiencies observed during FDA inspection,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0641-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
87251,FDA,D-0642-2026,393,"Med Pride, Triple Antibiotic Ointment, Bacitracin Zinc 400 units, Neomycin Sulfate 5 mg, Polymyxin B 5000 units, 1oz (28.3g) tubes, Manufactured for: Shield Line LLC, 59 Hook Road, Bayonne, NJ 07002 USA, Made in India, UPC 3 52410 30255 8.",CGMP Deviations; deficiencies observed during FDA inspection,dabur india,Dabur India Limited,2026-06-02,Class II,,,US Nationwide.,drug_defect,CGMP Deviations; deficiencies observed during FDA inspection,"https://api.fda.gov/drug/enforcement.json?search=recall_number:""D-0642-2026""",https://api.fda.gov/drug/enforcement.json?limit=1000&skip=0&search=recall_initiation_date%3A%5B20260101+TO+20260713%5D,2026-07-13 16:51:10
6,FSIS,007-2026,1,"Synear Foods USA, LLC Recalls Frozen Pork and Crab Soup Dumpling Products Due to Misbranding and Undeclared Allergens",Misbranding; Unreported Allergens,synear foods,"Synear Foods USA, LLC",2026-05-31,High - Class I,,,California; New Jersey; Washington,undeclared_allergen,Misbranding; Unreported Allergens,http://www.fsis.usda.gov/recalls-alerts/synear-foods-usa-llc-recalls-frozen-pork-and-crab-soup-dumpling-products-due,https://www.fsis.usda.gov/fsis/api/recall/v/1,2026-07-13 16:28:56
7,FSIS,PHA-05242026-01,1,FSIS Issues Public Health Alert for Beef Kofta Products Served at The Kebab Shop Restaurant Locations Due to Possible E. Coli O157:H7 Contamination,Product Contamination,olympia food industries,"Olympia Food Industries, Inc.",2026-05-24,Public Health Alert,,,California; Texas; Florida,microbial_contamination,Product Contamination,http://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-beef-kofta-products-served-kebab-shop-restaurant,https://www.fsis.usda.gov/fsis/api/recall/v/1,2026-07-13 16:28:56
8,FSIS,PHA-05092026-01,1,FSIS Issues Public Health Alert for Headcheese Deli Meat Products That May Be Contaminated With Listeria,Product Contamination,crawford sausage,"Crawford Sausage Co., Inc.",2026-05-09,Public Health Alert,,,Indiana; Illinois,microbial_contamination,Product Contamination,http://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-headcheese-deli-meat-products-may-be-contaminated,https://www.fsis.usda.gov/fsis/api/recall/v/1,2026-07-13 16:28:56
9,FSIS,PHA-05042026-01,1,FSIS Issues Public Health Alert for Ravioli Pasta With Beef Sauce Due to Misbranding and Undeclared Allergens,Mislabeling; Unreported Allergens,rana meal solutions,"Rana Meal Solutions, LLC",2026-05-04,Public Health Alert,,,Maryland; New Jersey,undeclared_allergen,Mislabeling; Unreported Allergens,http://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-ravioli-pasta-beef-sauce-due-misbranding-and,https://www.fsis.usda.gov/fsis/api/recall/v/1,2026-07-13 16:28:56
10,FSIS,PHA-04302026-01,1,FSIS Issues Public Health Alert for Various Meat and Poultry Products Containing FDA-Regulated Dairy Products That Have Been Recalled Due to Possible Salmonella Contamination,Product Contamination,,,2026-04-30,Public Health Alert,,,Nationwide,microbial_contamination,Product Contamination,http://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-various-meat-and-poultry-products-containing-fda,https://www.fsis.usda.gov/fsis/api/recall/v/1,2026-07-13 16:28:56
128510,USCG,26CG0007,520,CAROLINA SKIFF LLC E18 JVX 18CC Recall 26CG0007,MAXIMUM WEIGHT CAPACITY,carolina skiff,CAROLINA SKIFF LLC,2026-04-13,,,,,choking,MAXIMUM WEIGHT CAPACITY,https://www.uscgboating.org/content/recalls-details.php?id=26CG0007,https://www.uscgboating.org/content/recalls.php?pageNum_allRecalls=70,2026-07-13 17:44:51
128508,USCG,26MF0182,520,"BERTRAM YACHTS LLC 28, 34, 39-CCS, 28XC Recall 26MF0182",,bertram yachts,BERTRAM YACHTS LLC,2026-04-13,,,,,,,https://www.uscgboating.org/content/recalls-details.php?id=26MF0182,https://www.uscgboating.org/content/recalls.php?pageNum_allRecalls=70,2026-07-13 17:44:51
11,FSIS,PHA-04092026-01,1,FSIS Issues Public Health Alert for Beef and Pork Products  Due to Misbranding and Undeclared Allergen,Misbranding; Unreported Allergens,sky ranch meat,Sky Ranch Meat LLC,2026-04-09,Public Health Alert,,,Florida; Maryland; New Jersey; Virginia,undeclared_allergen,Misbranding; Unreported Allergens,http://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-beef-and-pork-products-due-misbranding-and,https://www.fsis.usda.gov/fsis/api/recall/v/1,2026-07-13 16:28:56
12,FSIS,PHA-04012026-01,1,"FSIS Retracts Public Health Alert for Frozen, Ready-to-Eat Chicken Nuggets Due to Updated Laboratory Result",Product Contamination,dorada foods,Dorada Foods,2026-04-06,Public Health Alert,,,Nationwide,microbial_contamination,Product Contamination,http://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-frozen-dinosaur-shaped-ready-eat-chicken-nuggets-due,https://www.fsis.usda.gov/fsis/api/recall/v/1,2026-07-13 16:28:56
126749,USCG,26MF0172,450,BRUNSWICK FAMILY BOAT CO INC D20 Recall 26MF0172,,brunswick family boat,BRUNSWICK FAMILY BOAT CO INC,2026-04-02,,,,,,,https://www.uscgboating.org/content/recalls-details.php?id=26MF0172,https://www.uscgboating.org/content/recalls.php?pageNum_allRecalls=0,2026-07-13 17:42:55
126750,USCG,26MF0173,450,BRUNSWICK FAMILY BOAT CO INC D20I & D22I Recall 26MF0173,,brunswick family boat,BRUNSWICK FAMILY BOAT CO INC,2026-04-02,,,,,,,https://www.uscgboating.org/content/recalls-details.php?id=26MF0173,https://www.uscgboating.org/content/recalls.php?pageNum_allRecalls=0,2026-07-13 17:42:55
41,FSIS,PHA-03252026-01,1,FSIS Issues Public Health Alert for Beef and Pork Products Produced Without the Benefit of Inspection,Produced Without Benefit of Inspection,,,2026-03-25,Public Health Alert,,,Nationwide,microbial_contamination,Produced Without Benefit of Inspection,http://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-beef-and-pork-products-produced-without-benefit,https://www.fsis.usda.gov/fsis/api/recall/v/1,2026-07-13 16:28:56
14,FSIS,PHA-03232026-01,1,FSIS Issues Public Health Alert for Ground Beef Products Due to Possible Foreign Material Contamination,Product Contamination,white oak pastures,White Oak Pastures,2026-03-23,Public Health Alert,,,District of Columbia; Massachusetts; Maryland; New Jersey; Pennsylvania; Virginia,microbial_contamination,Product Contamination,http://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-ground-beef-products-due-possible-foreign-material,https://www.fsis.usda.gov/fsis/api/recall/v/1,2026-07-13 16:28:56
13,FSIS,PHA-03132026-01,1,FSIS Issues Public Health Alert For Frozen Ready-To-Eat Turkey Stuffed Pastry Products Due To Misbranding,Misbranding,shaw bakers,Shaw Bakers LLC,2026-03-13,Public Health Alert,,,Midwest,other,Misbranding,http://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-frozen-ready-eat-turkey-stuffed-pastry-products-due,https://www.fsis.usda.gov/fsis/api/recall/v/1,2026-07-13 16:28:56
15,FSIS,005-2026-EXP,1,"Ajinomoto Foods North America, Inc. Expands Recall for Chicken and Pork Fried Rice, Ramen, and Shu Mai Products Due to Possible Foreign Matter Contamination",Product Contamination,ajinomoto foods north america,Ajinomoto Foods North America,2026-03-03,High - Class I,,,Nationwide,microbial_contamination,Product Contamination,http://www.fsis.usda.gov/recalls-alerts/ajinomoto-foods-north-america-inc--expands-recall-chicken-and-pork-fried-rice-ramen,https://www.fsis.usda.gov/fsis/api/recall/v/1,2026-07-13 16:28:56
126748,USCG,26MF0158,450,VOLVO GROUP / VOLVO PENTA VOLVO PENTA AUTOPILO Recall 26MF0158,,volvo group volvo penta,VOLVO GROUP / VOLVO PENTA,2026-03-03,,,,,,,https://www.uscgboating.org/content/recalls-details.php?id=26MF0158,https://www.uscgboating.org/content/recalls.php?pageNum_allRecalls=0,2026-07-13 17:42:55
16,FSIS,PHA-03012026-01,1,FSIS Issues Public Health Alert for Ready-To-Eat Beef Jerky Products Due to Misbranding and Undeclared Allergen,Unreported Allergens,punahele jerky,"Punahele Jerky Company, Inc.",2026-03-01,Public Health Alert,,,Nationwide,undeclared_allergen,Unreported Allergens,http://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-ready-eat-beef-jerky-products-due-misbranding-and,https://www.fsis.usda.gov/fsis/api/recall/v/1,2026-07-13 16:28:56
17,FSIS,006-2026,1,"Rosina Food Products, Inc. Recalls Ready-To-Eat Frozen Meatball Products Due To Possible Foreign Matter Contamination",Product Contamination,rosina food products,"Rosina Food Products, Inc.",2026-02-22,High - Class I,,,Nationwide,microbial_contamination,Product Contamination,http://www.fsis.usda.gov/recalls-alerts/rosina-food-products-inc--recalls-ready-eat-frozen-meatball-products-due-possible,https://www.fsis.usda.gov/fsis/api/recall/v/1,2026-07-13 16:28:56
19,FSIS,004-2026,1,Sobico USA LLC Recalls Siluriformes Fish Products Imported  Without The Benefit of Import Reinspection,Import Violation,,,2026-02-19,High - Class I,,,Indiana; Michigan; Nebraska; New York; Ohio,microbial_contamination,Import Violation,http://www.fsis.usda.gov/recalls-alerts/sobico-usa-llc-recalls-siluriformes-fish-products-imported-without-benefit-import,https://www.fsis.usda.gov/fsis/api/recall/v/1,2026-07-13 16:28:56
18,FSIS,005-2026,1,"Ajinomoto Foods North America, Inc. Recalls Chicken Fried Rice Products Due to Possible Foreign Matter Contamination",Product Contamination,ajinomoto foods north america,Ajinomoto Foods North America,2026-02-19,High - Class I,,,Nationwide,microbial_contamination,Product Contamination,http://www.fsis.usda.gov/recalls-alerts/ajinomoto-foods-north-america-inc--recalls-chicken-fried-rice-products-due-0,https://www.fsis.usda.gov/fsis/api/recall/v/1,2026-07-13 16:28:56
